age,job,marital,education,balance,housing,duration,campaign,subscribed
54,5,1,0,2168,0,35,24,0
49,5,0,2,729,1,109,28,0
24,8,2,0,-2402,1,148,16,0
58,5,1,0,-2279,0,340,29,0
31,9,2,3,3118,1,43,1,0
47,2,0,1,7610,1,151,25,0
38,10,2,3,-1503,1,284,22,0
56,11,1,0,1596,1,55,18,0
36,7,0,3,4247,1,121,25,0
50,2,0,2,5033,0,679,18,1
51,1,0,1,-706,1,301,8,0
34,1,0,1,3516,0,334,11,0
59,5,2,3,-2215,1,139,28,0
29,7,1,2,3046,1,150,15,0
27,6,2,1,7661,1,451,8,0
33,1,2,0,-2774,1,13,21,0
39,9,0,0,12,1,107,9,0
47,9,1,3,3220,1,275,27,0
29,8,2,1,-1553,0,195,3,0
47,10,2,0,1937,1,740,6,1
47,9,2,2,4645,0,141,9,1
56,7,1,1,-4647,1,141,21,0
33,2,1,1,-1849,1,56,14,0
49,1,1,1,296,0,218,23,0
44,4,1,2,8252,1,68,2,0
32,11,1,2,8178,1,65,12,0
55,10,0,1,-153,1,44,28,0
49,1,0,0,-2471,0,32,24,0
38,3,0,3,977,0,786,27,0
55,3,0,3,3330,1,207,14,0
33,2,0,2,1794,1,67,17,0
18,7,1,1,5628,0,55,26,0
36,10,2,3,2402,1,86,11,0
46,2,0,2,4168,0,331,10,1
43,1,1,0,316,0,302,19,0
40,1,2,1,4070,0,114,9,0
53,1,2,3,1827,0,98,10,0
52,0,0,1,-1808,1,492,5,1
38,2,1,2,557,0,12,12,0
34,3,1,0,-5539,1,489,24,0
48,6,1,0,2827,1,48,3,0
53,1,0,3,-5568,0,772,16,0
38,1,0,1,2631,1,280,6,0
36,9,0,1,5712,1,779,3,1
40,4,2,3,-695,0,44,3,0
50,10,1,1,1160,1,167,3,0
39,2,0,2,2264,1,339,25,0
38,7,1,2,2490,1,142,20,0
54,5,0,1,607,0,552,6,1
38,9,2,1,836,0,675,12,1
64,3,2,0,2877,0,5,24,0
28,9,2,2,2075,0,185,7,0
48,11,2,0,3378,1,213,4,0
37,5,2,2,4793,1,841,4,0
56,6,2,2,-283,0,17,12,0
46,9,1,1,1855,1,335,10,0
49,4,2,2,622,0,33,19,0
32,6,1,0,4492,0,337,21,1
33,2,2,2,4954,0,168,4,0
30,3,2,1,-2878,0,375,11,1
33,8,1,3,4216,0,57,26,0
44,1,0,2,177,1,384,17,0
44,9,1,0,-3860,1,320,26,0
44,8,2,2,4757,0,507,8,0
55,7,0,1,6451,1,262,15,0
27,6,1,2,6319,0,157,10,0
40,3,0,0,46,1,108,18,0
26,0,1,0,2731,0,472,2,0
32,7,1,0,4097,1,108,22,1
53,2,1,2,3330,0,55,16,0
54,6,2,3,3378,0,1,11,1
51,10,2,3,2877,0,51,10,0
45,2,0,0,709,0,201,14,0
40,1,1,1,182,1,15,24,0
39,3,2,2,739,1,439,10,0
47,6,2,0,1079,1,123,18,0
35,0,1,1,-252,0,18,25,0
53,11,2,3,2468,0,125,12,0
30,2,1,0,2025,1,0,19,0
36,8,0,1,5728,0,7,3,1
48,9,1,1,-100,1,312,12,0
52,11,0,2,-2292,0,2,2,0
47,0,2,1,2616,1,299,19,0
39,8,2,1,-395,1,39,28,0
39,5,0,0,-2586,0,67,10,0
49,10,2,2,-100,1,467,11,0
37,10,2,1,3396,1,51,2,0
33,9,2,0,2884,1,447,25,0
55,9,1,0,2912,1,291,5,1
35,11,0,0,-1280,1,54,21,0
42,6,0,2,5863,0,77,28,0
38,7,0,2,7713,1,306,4,0
41,3,0,1,4311,1,518,13,0
43,10,2,3,-1576,1,659,3,0
41,2,0,0,383,0,31,12,0
34,4,1,0,1953,0,3,22,0
37,1,1,0,-1802,1,276,21,0
42,4,0,2,2096,1,128,27,0
23,5,1,1,2735,1,45,9,0
51,11,0,2,1602,1,129,16,0
39,5,1,0,3479,0,384,17,1
18,5,0,1,-242,0,3,14,1
44,10,1,3,65,0,90,16,0
50,6,0,0,-799,0,100,8,0
36,4,1,3,2728,1,302,1,0
38,5,2,3,3234,0,165,22,0
57,3,0,1,-2552,1,68,24,0
30,5,0,1,92,1,497,26,0
54,5,1,2,679,1,16,2,0
52,5,1,1,-1488,0,108,4,0
42,4,1,2,3353,1,174,21,0
58,5,2,3,471,0,199,29,0
37,5,2,3,5186,1,94,16,0
46,0,2,1,2306,0,352,17,0
53,10,2,2,1263,0,161,11,0
63,0,0,2,3369,1,144,9,0
35,1,2,0,-174,0,83,15,0
49,9,2,0,2526,0,896,3,1
37,8,1,0,2430,0,267,20,0
42,10,1,3,4018,1,253,24,0
36,8,2,0,4508,0,558,22,0
47,8,2,1,-3150,1,250,15,0
29,4,0,3,205,1,128,26,0
35,1,2,2,-107,1,266,21,0
53,9,1,0,3238,0,52,29,0
46,0,1,3,4810,1,205,9,0
39,0,2,1,-1461,0,118,28,0
45,2,2,2,5248,1,10,5,0
34,1,2,1,2073,1,720,4,0
53,10,1,1,4726,0,343,2,0
29,6,1,2,-892,0,925,3,0
42,3,1,1,-4763,1,176,11,0
47,0,0,1,6463,1,158,27,1
27,5,1,2,227,0,358,4,0
35,6,0,2,3345,0,78,22,0
43,2,2,3,1630,1,135,11,0
42,0,1,1,3955,0,115,28,0
38,7,2,1,-3720,1,153,26,0
21,9,0,2,2073,0,83,24,0
38,4,0,2,236,1,125,7,0
51,7,2,2,-1,1,170,7,0
55,8,2,3,3868,0,630,18,0
31,2,2,2,6254,1,111,23,0
48,4,1,1,4143,0,72,28,0
39,6,0,0,3212,1,458,4,0
46,1,0,2,1021,1,13,16,0
37,7,0,3,3337,1,118,2,1
33,0,2,1,3567,0,215,6,0
48,11,1,0,2736,1,247,10,0
37,10,0,0,5011,1,188,16,0
39,1,1,2,4136,1,5,8,0
41,3,0,3,-203,1,79,11,0
26,9,1,1,-1929,0,524,8,0
32,0,2,3,1187,0,205,25,0
44,1,1,0,-1753,0,619,10,0
50,1,0,3,-589,0,436,25,0
58,4,0,0,1296,1,49,24,0
42,5,2,0,-3453,1,422,28,0
44,3,2,0,6410,1,2,5,0
18,0,0,2,3206,1,35,14,0
45,3,0,0,5015,1,1419,24,0
25,0,0,3,3125,1,56,19,0
42,8,2,0,-1354,0,177,15,0
46,4,0,1,-1802,0,41,2,0
43,1,1,3,-110,0,38,8,0
49,4,2,0,4812,0,253,21,0
34,4,2,1,1670,0,177,3,0
24,7,1,0,1323,0,42,28,0
44,10,0,1,1827,0,352,29,0
40,5,1,1,-3120,1,220,23,0
32,1,1,1,3101,1,752,9,1
39,10,0,0,-2687,1,650,25,0
47,3,1,0,1039,1,55,15,0
57,7,2,2,1711,1,356,12,0
36,8,1,3,1466,0,158,3,0
33,7,1,0,426,1,286,27,0
34,0,1,0,2475,0,132,22,0
43,1,2,2,-1306,1,35,17,0
31,8,0,1,-3038,0,127,24,0
42,2,2,2,1082,1,415,13,0
36,6,1,3,814,1,905,9,1
39,5,1,2,2578,1,471,1,0
27,8,0,0,-3322,0,420,12,0
38,3,1,1,826,0,11,10,0
24,4,0,0,605,0,15,27,0
44,9,2,1,2168,1,70,29,0
46,10,0,0,1273,0,4,16,0
63,9,1,3,-3868,0,168,14,1
31,9,2,0,3077,1,340,2,0
50,4,1,1,3676,1,236,4,0
33,4,1,3,1515,1,174,4,0
44,1,1,3,1190,0,1308,2,1
43,9,1,3,128,1,274,25,0
58,2,0,1,-2530,0,328,27,0
24,5,0,2,873,0,376,19,0
24,5,1,0,1565,0,220,22,1
56,10,0,1,3260,1,516,19,0
48,0,0,2,6751,0,517,19,0
39,10,2,0,-1289,0,21,2,0
52,9,1,0,3168,0,193,27,0
51,0,0,0,178,1,119,8,1
54,1,2,0,-758,0,51,4,0
49,10,2,3,227,0,332,18,0
57,10,0,0,1403,0,51,27,0
38,9,2,3,182,0,102,4,0
45,9,0,2,3126,1,6,4,0
52,4,2,2,-1374,0,609,17,0
56,3,1,3,-1079,0,608,17,1
34,3,2,0,2305,0,80,7,0
48,6,1,3,5118,0,2,26,0
34,10,0,2,5755,0,919,13,1
22,5,1,3,1925,0,84,12,0
49,9,0,1,-2392,0,197,15,0
36,5,1,0,4191,1,68,19,0
33,8,1,3,-4814,0,448,23,0
40,8,1,0,3958,0,30,3,0
50,8,2,3,-403,1,327,29,0
40,6,1,2,-3016,0,252,11,0
48,5,0,3,530,1,57,2,0
43,3,1,2,-2443,1,153,6,0
39,3,2,2,2147,0,77,24,0
35,7,0,3,2201,1,245,7,1
29,1,1,3,5246,1,419,10,0
49,6,2,1,1778,1,345,8,0
53,9,1,0,-6589,1,297,15,0
44,0,2,2,-1043,0,174,5,0
31,11,2,3,2332,1,138,10,0
43,3,1,1,1197,1,33,2,0
24,7,0,0,680,1,121,22,0
43,2,2,1,3546,1,1,15,0
32,6,1,2,1776,1,85,26,0
55,5,2,0,4262,0,245,20,0
34,10,2,0,382,1,764,27,0
44,1,0,0,3101,0,647,1,1
50,6,1,3,1770,0,214,3,0
44,7,0,3,3976,0,135,7,0
40,2,1,1,3001,1,219,8,0
46,10,2,3,1864,0,142,6,0
45,4,0,3,-287,1,83,22,0
44,1,0,3,-847,1,86,22,0
45,5,2,0,977,0,277,29,0
38,5,1,2,1440,1,90,28,0
28,8,0,0,-2554,0,485,26,0
51,1,0,2,2054,1,7,28,0
48,8,0,3,3093,1,172,8,0
42,4,2,3,-3789,0,105,19,0
36,9,2,1,4208,1,414,17,0
40,0,2,2,5902,0,991,3,1
41,2,1,3,3255,0,811,18,0
30,6,2,3,1796,1,544,13,0
47,3,2,0,9063,0,235,13,0
53,3,2,3,6450,1,762,3,1
33,7,0,3,1032,1,100,16,0
25,7,1,1,72,0,600,17,0
45,6,2,1,92,1,14,25,0
41,7,0,1,-119,1,171,10,0
42,6,1,1,-5432,1,143,6,0
30,0,0,1,744,1,0,29,0
57,0,1,2,-593,1,294,22,1
51,1,0,3,-1168,0,100,20,0
43,10,2,0,-1064,0,244,28,0
38,10,0,2,3718,1,535,25,0
32,8,2,0,7030,1,710,17,0
56,6,1,0,3347,1,299,7,0
44,10,2,1,-3722,1,1037,22,0
44,0,1,1,870,1,148,14,0
41,2,2,1,4321,1,150,14,0
33,9,1,2,-1720,1,427,22,0
31,10,0,1,22,0,232,17,0
44,2,2,1,-2086,0,90,23,0
54,6,2,2,3126,1,112,17,0
23,11,2,0,5298,1,778,25,0
63,3,1,0,-5326,1,244,22,0
54,11,0,1,-2223,0,58,4,0
32,6,2,2,7217,1,350,27,0
26,8,0,1,3604,1,406,21,0
33,3,2,2,3098,1,372,22,0
28,11,1,0,837,0,35,8,0
44,1,0,3,555,0,71,11,0
33,0,1,1,-1202,1,510,9,0
43,11,2,3,4960,0,136,10,0
38,7,2,2,-2075,1,265,16,0
30,9,2,2,4858,0,303,15,1
51,0,1,0,4656,0,517,1,0
28,5,2,0,4757,1,180,7,0
38,6,0,3,2269,0,273,3,0
23,11,0,3,1614,0,83,19,0
59,3,0,0,258,0,231,2,0
37,2,1,2,3263,0,315,22,0
46,11,0,3,-825,0,378,20,1
33,5,1,0,-489,1,167,23,0
56,8,1,0,1555,0,211,17,0
41,1,2,0,1584,1,240,23,0
42,4,1,3,5214,0,47,27,0
49,0,0,3,-2012,1,387,27,0
39,2,0,1,6431,0,805,20,0
35,10,2,2,-832,0,61,21,0
52,2,0,3,-2742,0,175,18,0
35,11,1,2,-4350,1,319,11,0
41,2,0,0,1338,1,366,1,1
52,6,1,0,-2305,1,433,9,0
34,5,1,1,1656,0,143,10,0
46,3,1,3,4331,1,597,23,0
44,2,0,1,-2909,1,5,26,0
41,6,2,2,6602,0,164,8,1
46,8,2,1,332,0,1014,18,0
22,1,0,1,2757,0,57,14,0
45,0,1,2,2092,1,65,7,0
25,0,0,2,-919,0,541,12,0
45,8,1,2,6501,0,342,14,0
33,10,1,3,-1695,1,24,28,0
24,9,2,1,3923,1,205,21,0
48,4,1,2,-641,1,18,3,0
40,10,0,2,838,0,78,11,0
35,0,2,2,159,0,199,20,0
61,2,1,1,1284,1,53,4,0
36,1,1,0,5654,0,68,4,0
38,8,0,2,-1937,1,73,1,0
38,8,1,0,-461,1,154,28,0
27,11,2,3,-3940,1,340,20,0
34,4,2,1,3416,1,168,5,0
49,5,1,0,1066,0,403,29,0
49,3,2,1,-2889,1,461,29,0
40,6,2,0,152,0,58,13,0
22,4,0,3,3476,1,113,24,0
29,2,1,1,3551,0,199,7,1
41,7,1,0,2378,1,60,25,0
47,1,1,1,2489,0,122,22,0
59,9,1,2,3861,1,100,21,0
47,0,0,3,-876,1,289,12,0
55,2,1,3,-279,1,96,23,0
46,10,0,3,-5921,0,1149,21,0
63,1,0,3,-738,1,749,2,1
45,6,2,1,307,0,62,13,0
32,4,1,1,1891,0,444,9,1
23,6,2,3,1565,1,489,14,0
41,2,1,1,-4145,1,238,15,0
38,0,0,0,6344,1,831,26,0
42,6,1,0,2265,1,101,1,0
31,1,1,1,1790,1,205,2,0
69,8,0,2,2876,0,48,1,0
18,9,2,2,2578,0,128,11,0
38,10,0,0,3831,1,540,25,0
30,0,2,2,3432,1,485,19,0
64,7,1,1,3107,0,410,16,0
40,2,0,2,-2797,0,18,26,0
34,10,1,1,2403,0,237,20,0
35,1,2,3,6877,0,696,24,1
38,4,2,0,8806,0,67,27,0
54,6,0,0,881,1,425,3,0
41,3,0,1,329,0,126,9,0
55,1,0,2,-168,0,169,15,0
39,2,1,0,3444,0,804,27,0
26,7,1,0,8398,1,114,24,0
39,9,2,2,1349,0,481,14,0
49,6,0,2,2233,0,285,7,0
22,8,1,0,-926,0,227,9,0
30,9,2,2,993,0,12,21,1
51,5,2,3,-1728,0,26,25,0
41,0,1,2,4529,0,252,27,0
32,10,0,3,305,1,711,14,0
48,3,2,3,-159,0,15,21,0
31,4,0,1,6241,1,201,23,0
33,11,2,3,-1333,0,861,10,0
51,1,0,2,-555,0,160,12,0
51,10,0,2,3446,1,138,9,0
67,1,2,2,4412,1,299,20,0
49,11,2,0,1202,0,130,25,0
32,6,1,0,1278,1,188,28,0
39,3,1,0,314,0,381,28,0
44,8,1,1,4258,1,854,1,1
38,7,2,3,3017,1,8,15,0
41,7,2,2,1458,1,822,13,0
32,0,0,1,-3600,0,274,12,0
47,9,0,0,907,0,210,9,0
40,11,2,2,1570,1,129,20,0
40,10,0,0,1545,0,651,12,1
34,0,1,3,6241,0,14,9,0
46,9,1,3,2430,1,405,11,0
50,9,2,3,1197,0,233,1,0
18,9,2,0,-2629,0,199,13,0
26,7,1,3,1931,1,64,18,0
47,2,1,2,6501,1,85,29,0
23,11,1,2,-5155,1,415,7,0
45,3,1,2,1911,1,32,26,0
48,2,2,1,-3120,0,359,8,0
56,1,2,1,3428,1,267,18,1
40,9,2,3,-1008,0,580,21,0
47,4,1,2,3489,0,281,11,0
35,8,1,0,2298,0,220,9,0
48,6,0,0,452,0,504,7,0
48,2,2,0,4856,1,181,6,0
57,1,2,2,1810,1,191,28,0
29,4,1,2,3909,1,1205,2,1
40,1,2,3,-1595,0,830,22,0
58,6,0,0,-4502,0,150,15,0
40,8,2,1,2112,1,14,7,0
49,4,0,0,2399,1,9,17,0
53,11,0,3,2404,0,1009,19,0
38,5,1,0,3852,0,149,21,0
40,6,0,0,-499,1,75,15,0
35,0,2,3,8391,1,45,15,0
38,5,0,1,3916,1,5,10,0
22,4,2,1,2552,0,312,25,0
51,8,1,2,3661,1,184,13,0
29,3,0,3,1744,0,48,27,0
35,8,2,0,3360,1,150,8,0
42,1,0,3,-3842,0,93,16,0
19,6,0,3,3160,0,10,20,0
27,4,1,0,-9805,0,117,24,0
32,2,1,2,1278,0,166,10,0
50,2,1,3,6031,1,39,19,1
43,8,2,3,6363,1,89,21,0
43,8,0,3,-2107,0,179,6,0
33,0,0,2,4410,0,159,7,0
18,7,2,0,-1121,0,77,13,0
41,6,2,1,2722,1,29,15,0
54,4,2,0,-1218,0,437,14,1
30,5,2,1,-343,0,420,14,0
47,2,1,3,2678,0,435,29,0
46,2,1,1,-103,0,262,22,0
48,8,2,1,-1975,0,39,14,0
62,9,2,0,1770,1,228,16,0
46,5,2,1,4175,0,47,1,0
32,8,2,1,2283,1,651,3,0
47,11,0,3,-2297,0,102,8,0
39,0,0,3,2154,0,257,17,0
39,4,0,2,345,1,68,24,0
43,6,1,3,1764,1,192,23,0
58,4,0,0,3502,1,33,4,0
52,6,1,1,-415,1,81,23,1
68,0,1,2,6816,1,725,1,0
54,10,2,0,6371,1,166,3,0
55,8,1,1,4192,1,251,9,0
36,1,2,1,457,1,180,9,0
47,1,0,1,1619,1,99,4,0
42,3,1,3,502,1,409,5,1
32,9,1,2,4549,0,805,28,0
48,1,0,3,3178,1,52,29,0
23,8,1,3,-2884,1,36,27,0
42,6,2,3,5651,1,557,17,0
35,11,1,0,2599,0,513,4,0
50,1,0,1,1953,1,150,5,0
18,9,1,2,2386,1,100,27,0
59,1,1,1,232,1,488,13,0
37,6,2,0,4393,1,74,9,0
53,1,0,1,-1686,1,138,5,0
52,3,2,3,1155,1,12,19,0
49,10,2,3,-3667,1,71,15,0
45,11,1,0,467,1,324,12,0
33,0,0,0,3457,1,1025,19,0
37,5,1,3,4318,0,254,26,0
44,0,1,3,6625,0,118,27,0
54,5,0,1,345,0,705,23,0
40,5,1,2,181,0,137,21,0
51,6,0,0,-2230,0,110,5,0
24,2,0,2,3150,1,304,16,0
29,3,0,2,-965,0,14,22,0
26,7,0,2,-2355,0,676,9,1
50,6,1,0,808,1,121,8,0
51,7,1,2,8025,1,617,18,0
26,6,2,3,1291,0,269,28,1
22,2,1,0,-1069,1,537,6,0
24,3,0,2,358,0,10,21,0
39,9,2,2,-2028,1,484,5,0
46,10,0,3,6679,1,141,6,0
47,0,1,0,-2279,1,213,15,1
34,3,0,0,-2350,1,91,7,0
52,2,1,3,2667,0,152,27,0
68,8,0,3,3924,0,64,20,0
31,4,1,1,1306,1,186,3,0
21,6,0,3,2931,1,374,23,0
44,9,1,3,-1672,1,522,24,0
41,2,1,1,7236,1,94,13,0
53,2,1,0,-4131,0,127,5,0
41,4,1,3,4451,0,45,23,0
35,1,2,1,6391,0,180,5,0
52,7,0,3,1187,0,99,17,0
18,8,2,1,3181,0,67,15,0
27,10,1,2,1410,1,73,26,0
57,0,0,1,-2574,1,751,5,1
48,4,0,2,2560,1,72,21,0
49,10,0,2,4614,1,5,5,0
52,10,0,1,102,1,180,22,0
38,6,2,3,6254,0,822,14,0
37,4,0,1,1068,1,156,1,0
43,4,1,2,2279,0,46,5,0
35,9,2,2,-1734,0,192,27,0
38,3,0,2,3884,1,307,27,0
26,0,1,2,3237,1,14,13,0
39,5,1,3,7718,1,7,1,0
36,6,0,0,2575,1,621,10,0
25,6,2,2,-1898,1,187,28,0
69,5,2,1,2538,0,355,14,0
38,11,1,0,-2968,0,302,5,1
42,8,1,3,4627,0,120,22,1
54,6,0,2,2030,0,55,22,0
38,7,2,2,3109,1,342,18,0
30,4,2,0,3417,0,604,4,0
37,8,0,3,2478,1,158,28,0
26,1,0,1,-537,1,85,17,0
24,4,0,2,751,1,185,24,0
25,10,2,0,1243,1,98,19,0
55,2,2,1,-1785,1,48,25,0
24,2,2,0,4513,0,120,4,0
35,0,0,3,730,1,81,22,0
39,8,0,0,-3082,1,84,26,0
32,11,2,1,1253,0,33,4,0
36,3,0,3,4893,0,265,5,0
46,1,1,2,-666,1,354,13,0
29,4,0,0,1727,0,10,8,0
26,7,2,3,4655,0,139,17,0
49,7,2,1,-4113,1,23,28,0
25,1,0,3,2623,0,140,8,0
35,6,2,0,2369,1,122,25,0
36,5,2,1,3824,0,191,24,0
40,7,2,1,-406,1,312,3,0
38,0,0,0,2754,1,267,24,0
18,1,1,1,843,1,440,18,0
36,0,2,3,-1595,1,72,21,1
59,9,2,3,-5228,0,128,23,0
39,4,1,2,-4216,0,225,21,0
59,7,2,2,65,1,133,25,0
49,0,0,0,-2772,0,476,3,0
26,7,2,2,446,0,381,21,1
41,2,2,1,1763,0,90,14,0
45,3,1,1,4494,1,80,5,0
53,6,1,0,3370,0,92,15,0
56,0,0,3,5920,1,657,5,0
31,0,2,0,5437,1,291,10,0
41,11,1,3,4099,1,237,4,0
24,2,2,2,2097,0,345,22,0
40,8,1,3,3182,1,554,9,0
22,10,1,3,4122,1,103,18,0
23,5,1,2,2466,0,7,7,0
20,1,0,0,6511,1,279,21,0
41,9,1,3,5809,0,178,16,0
50,11,0,1,538,0,286,13,1
36,9,2,0,7470,1,89,14,0
23,0,0,2,1478,0,151,12,0
39,2,2,2,-393,0,68,7,0
32,6,2,3,449,1,3,20,0
41,3,0,1,2554,0,152,2,0
49,10,1,2,636,1,717,23,0
56,11,1,1,1817,1,45,17,0
49,10,2,0,2602,1,14,28,0
33,9,2,0,-1056,0,526,8,0
44,0,0,3,6434,1,229,1,0
61,9,0,0,1059,1,629,19,0
61,5,2,0,-1660,0,171,2,0
52,11,2,2,3714,1,674,23,0
40,2,0,1,4764,1,569,17,0
50,8,1,2,4250,0,378,26,0
41,8,0,2,4082,0,80,19,0
54,4,0,1,4974,0,404,10,0
53,4,2,1,1755,1,230,1,0
48,9,2,3,-2059,1,40,12,0
50,10,1,3,326,1,365,26,0
44,0,2,1,1904,0,1161,6,0
45,0,1,3,-826,1,51,20,0
51,0,0,3,2762,1,150,21,0
47,2,0,1,-454,0,47,14,0
40,7,2,1,581,1,14,15,0
35,7,1,1,1840,1,105,4,0
55,0,2,2,1016,1,326,19,0
47,11,0,3,10050,1,136,29,0
39,9,2,2,3576,1,749,24,0
39,7,1,0,-783,1,805,19,0
38,0,2,2,-3071,0,82,8,0
18,5,2,0,4999,1,1589,19,0
37,1,0,1,-2779,0,514,15,0
31,11,1,0,4987,0,16,9,0
54,2,1,3,1509,0,64,20,0
23,11,1,2,1116,1,203,28,0
37,7,2,3,5454,1,26,17,1
44,6,1,3,-5704,1,428,10,0
39,2,2,3,1526,1,133,27,0
36,11,0,1,882,1,151,18,0
31,8,0,1,2783,0,606,24,0
45,4,1,2,6497,0,104,24,0
24,4,0,2,2460,1,335,1,0
68,3,2,0,1083,0,423,11,0
51,11,0,2,-3025,1,174,19,0
56,7,2,2,842,0,123,24,0
29,4,1,1,8679,1,723,19,0
30,3,2,2,-2526,1,234,13,0
50,8,1,1,2788,1,78,8,0
43,4,1,1,-4186,0,740,24,0
51,6,0,1,4380,1,46,24,0
50,9,1,3,-3005,0,394,29,0
44,6,0,1,-3194,0,273,17,1
44,7,0,0,5357,0,257,26,1
55,6,0,1,-1957,0,131,27,0
40,7,0,0,1105,1,1,19,0
45,1,0,1,1844,1,488,13,0
28,1,0,2,4670,0,527,7,0
53,0,2,0,-856,0,75,6,0
31,6,1,2,4871,1,265,22,0
36,3,0,3,785,1,264,16,0
58,4,0,0,-1911,1,46,20,0
40,6,0,0,9076,1,89,1,0
18,11,0,2,-2966,0,249,5,0
52,3,2,0,283,0,238,8,0
34,5,0,2,811,0,253,11,1
50,6,0,2,1516,1,27,20,0
38,3,0,1,1546,0,39,17,0
49,8,1,2,582,0,10,28,0
69,0,1,0,-903,0,952,28,1
31,3,2,3,-1002,0,326,28,0
39,10,1,1,-1152,1,166,14,0
27,1,0,0,5871,1,239,6,0
23,4,0,2,4332,0,14,15,0
44,2,0,3,4667,0,56,21,0
31,4,1,3,-3830,0,49,15,0
22,7,2,0,5831,1,552,4,0
56,5,2,1,6584,1,9,25,0
24,6,1,3,3371,0,293,23,0
33,7,2,3,179,0,65,3,0
29,6,2,3,-2318,0,247,3,0
35,7,0,2,601,0,392,27,0
48,3,1,0,979,1,512,2,0
31,1,1,1,2563,0,356,8,0
36,4,0,2,679,1,209,17,0
48,0,1,0,5573,1,382,18,1
30,2,2,1,5711,0,59,1,0
60,5,2,3,4566,0,128,14,1
47,9,2,0,1165,1,418,27,0
51,7,0,1,47,1,179,14,0
38,8,0,1,2307,0,271,8,0
32,1,2,0,-1673,1,267,18,0
31,5,1,1,2406,1,23,27,0
38,1,1,1,1567,0,433,12,0
52,2,0,0,2221,1,209,23,0
45,2,0,2,-3273,0,62,26,0
25,10,1,1,3077,1,558,6,0
37,9,1,0,7173,1,198,11,0
23,4,1,1,4852,1,837,15,1
52,0,1,1,2771,0,1550,25,1
40,2,0,2,3588,0,528,28,0
33,10,1,0,-1344,1,5,11,0
61,7,2,3,-953,0,406,27,0
33,8,0,3,-751,0,363,25,0
59,1,1,1,738,0,889,7,0
39,9,1,2,103,0,62,23,0
29,0,2,3,2847,1,162,15,0
45,0,2,2,2657,0,642,29,1
38,0,0,2,2120,1,76,5,0
50,11,1,2,742,1,146,18,0
50,10,0,2,-1935,0,72,3,0
37,2,2,1,2533,1,480,29,0
45,7,0,2,2992,0,362,6,0
28,9,2,0,7156,1,335,28,0
36,6,0,0,-1531,0,93,19,0
31,2,0,0,-874,0,25,13,0
36,4,0,0,825,1,91,16,0
26,4,2,0,-1118,1,11,13,0
47,10,0,1,2010,1,84,25,0
40,8,0,0,967,1,152,26,0
21,10,2,0,143,1,109,11,0
30,8,2,1,-1395,1,349,20,0
44,9,1,2,1897,0,176,14,0
18,3,0,2,5397,1,35,21,0
62,5,1,3,2633,1,37,8,0
47,9,1,2,3198,0,146,13,0
47,5,2,2,1190,0,11,17,0
45,4,0,3,4018,0,187,21,0
49,4,0,3,5391,0,220,11,0
34,9,2,0,2877,0,79,23,0
54,0,0,0,-285,1,78,18,0
34,4,1,1,2472,1,22,20,0
18,2,2,3,1125,0,1728,28,0
52,8,0,2,-1021,1,401,4,0
44,1,2,3,2055,1,41,11,0
46,6,0,0,3648,1,313,20,0
32,6,1,3,-3154,0,122,10,0
43,8,1,1,-4036,0,387,17,0
29,8,1,3,2093,1,245,20,0
31,8,1,0,-441,1,1,23,0
43,9,0,3,6611,1,22,12,0
39,9,1,0,859,0,140,25,0
48,11,0,1,4278,1,98,1,0
38,11,2,3,2079,1,397,26,0
49,8,2,1,4486,0,166,5,0
43,0,2,2,879,1,240,9,0
50,10,2,1,-260,0,36,21,0
36,8,0,2,357,1,742,3,0
53,10,0,2,2591,1,22,25,0
33,8,1,0,5702,0,161,20,0
43,6,1,1,-117,1,25,18,0
54,10,1,1,-1910,0,25,22,0
41,9,2,1,-4956,1,71,17,0
38,7,0,0,-2932,1,707,19,0
32,9,0,1,2459,1,75,29,0
42,2,1,0,-1220,1,579,29,0
32,5,0,2,-411,0,58,1,0
47,3,2,1,-3134,0,44,24,0
46,6,2,1,1293,1,219,16,0
44,11,2,0,6377,0,130,24,0
21,9,0,1,-3173,0,377,18,0
28,3,2,3,4194,0,20,26,0
46,2,0,0,-451,1,686,11,0
29,1,2,2,3066,1,469,15,0
52,6,0,1,9180,0,217,27,0
23,0,1,0,910,0,328,11,0
37,1,0,0,3085,1,162,8,1
55,6,0,1,6437,1,37,2,0
26,9,2,0,7816,1,175,24,0
63,1,1,0,-2381,1,297,12,1
33,8,2,2,5848,1,226,6,0
30,5,2,1,1850,1,14,26,0
41,8,2,0,3856,0,121,5,0
28,7,1,3,-1990,0,1058,9,0
51,0,0,1,-1125,1,478,29,0
31,10,2,1,-1754,1,3,12,0
36,2,0,0,1890,1,441,4,0
41,10,2,3,2510,1,155,1,0
36,5,0,2,3154,1,48,20,0
23,2,0,1,200,1,102,17,0
33,5,1,2,-2006,1,458,25,0
49,2,2,1,47,0,46,20,0
25,9,0,2,3575,1,563,28,0
36,7,2,1,3224,0,787,5,0
35,8,1,2,83,0,605,7,1
23,9,1,2,1210,1,70,6,0
36,3,2,2,681,0,321,10,0
25,11,0,0,-1503,1,79,7,0
45,0,0,1,8414,1,16,1,0
52,0,0,0,628,1,81,21,0
44,3,1,2,5359,0,186,7,0
29,11,1,2,702,1,417,1,0
43,3,1,1,2189,1,388,15,1
62,6,0,0,-228,1,7,25,0
