age,education_num,hours_per_week,capital_gain,capital_loss,occupation,marital_status,gender,race,income
51,9,39,0,0,1,4,1,4,0
47,13,50,0,0,3,2,1,4,0
47,9,46,0,0,4,0,1,4,1
59,11,32,0,0,10,4,0,4,0
57,10,43,0,0,9,4,0,4,0
48,13,37,15000,0,8,0,1,4,1
45,7,47,0,0,5,0,0,4,0
63,5,57,0,0,8,0,1,4,1
49,7,47,0,0,6,0,1,4,0
53,12,27,0,0,8,0,0,4,0
54,12,66,0,0,1,0,1,4,1
49,15,44,0,0,7,0,1,4,1
42,12,31,0,0,3,4,1,4,0
60,7,53,0,0,6,0,1,4,1
90,12,48,0,0,13,6,1,4,1
53,9,38,0,0,6,6,1,4,1
58,10,41,0,0,3,6,0,4,0
38,11,34,0,0,5,6,1,4,0
35,16,41,0,0,8,6,1,4,1
32,10,52,0,500,8,0,1,0,1
55,9,53,0,0,4,6,1,0,0
52,10,39,0,0,9,1,1,4,0
36,8,39,0,0,7,0,1,4,0
46,14,29,0,0,10,6,1,4,0
47,11,49,0,0,0,6,0,4,0
73,11,34,0,0,6,1,0,0,0
47,14,26,0,0,9,0,1,0,0
23,11,51,0,0,2,0,1,4,0
45,8,35,0,0,3,6,1,4,0
47,12,43,0,0,10,0,1,4,1
70,12,54,0,1000,7,1,1,4,1
43,10,57,10000,0,6,6,1,4,0
55,9,48,15000,0,9,6,1,2,0
37,14,34,0,0,0,1,0,4,1
55,9,53,99999,0,2,0,1,4,1
41,9,55,0,0,10,1,1,4,0
65,10,34,0,0,12,6,1,4,0
66,10,52,0,0,1,0,1,4,1
88,8,29,0,0,3,4,0,4,1
32,8,43,0,0,4,6,0,4,0
46,14,41,0,1000,4,4,0,4,0
51,9,29,0,0,8,6,0,4,0
36,7,61,0,0,5,6,1,0,0
30,7,41,0,0,3,4,1,0,0
88,11,35,0,0,5,1,0,4,0
90,7,45,0,0,8,0,1,4,0
44,8,37,0,0,12,6,1,4,0
82,9,45,0,0,6,0,0,4,0
61,15,32,0,0,9,1,0,4,1
67,9,28,10000,1500,9,0,1,4,1
78,14,36,0,0,11,0,1,4,1
39,10,22,0,0,2,6,1,4,0
60,5,28,0,0,12,0,1,4,0
44,15,43,2000,0,8,0,1,4,1
64,9,34,15000,0,10,6,1,4,0
38,7,24,0,0,9,5,1,4,0
32,7,27,0,0,10,5,0,2,0
63,9,31,0,0,1,2,0,4,0
32,10,34,0,0,0,4,0,4,0
51,9,26,0,0,2,6,0,4,0
84,11,49,1000,0,3,0,0,4,0
24,6,56,0,0,0,0,1,4,0
59,11,50,0,2500,2,0,0,1,0
48,6,27,0,0,0,0,0,4,0
59,12,44,0,0,9,6,1,4,1
62,9,46,0,0,0,6,1,2,1
71,12,46,0,0,1,1,0,4,1
26,12,59,0,0,4,0,1,4,0
43,14,18,0,0,9,0,1,2,1
48,11,38,0,0,12,4,1,4,0
48,7,52,0,0,0,4,1,4,0
44,11,44,0,0,0,5,0,0,0
61,9,3,0,0,1,6,1,4,0
62,11,27,0,0,7,0,0,4,0
52,10,49,0,1500,2,6,0,4,0
45,8,33,0,0,0,0,0,4,0
45,13,33,25000,0,8,0,1,4,1
49,12,43,0,0,3,0,1,4,1
59,9,58,0,0,0,1,1,4,0
70,11,28,0,0,8,1,1,4,0
69,11,50,0,0,3,6,1,4,0
61,9,31,0,2000,7,0,0,4,0
44,8,47,0,0,2,0,0,4,0
57,13,52,0,0,0,6,1,4,0
39,14,41,0,0,6,0,1,4,1
35,13,29,0,0,1,4,0,4,0
47,9,55,0,0,2,6,1,4,0
51,7,33,0,0,8,0,0,2,0
45,10,50,0,0,4,1,1,4,0
42,9,42,0,0,0,4,1,4,0
55,12,27,0,0,1,2,1,0,0
82,9,19,5000,0,1,0,1,4,0
67,8,33,0,0,5,0,1,4,1
58,14,45,0,0,4,6,1,4,0
49,12,32,0,0,2,0,1,4,0
69,11,66,0,0,13,0,1,4,1
39,9,43,0,0,2,0,1,4,0
72,11,57,0,0,4,6,1,0,1
39,13,53,10000,0,2,0,1,4,1
31,7,44,0,0,3,0,1,4,0
47,7,40,0,0,2,4,1,4,0
47,7,43,0,0,0,6,1,4,0
49,9,50,99999,0,12,5,1,4,1
47,9,44,0,0,8,4,1,4,0
50,15,55,0,1500,8,4,0,4,0
56,7,45,0,0,0,6,1,4,0
60,10,31,99999,0,4,4,1,4,1
45,10,49,0,0,4,1,1,0,0
42,11,32,0,0,0,1,1,4,1
44,10,57,0,0,6,3,1,4,0
55,10,37,0,0,1,1,0,4,0
57,16,45,0,0,11,6,1,4,0
60,8,36,0,0,1,1,0,4,0
84,7,61,0,0,2,0,1,4,0
46,9,58,0,0,1,0,1,4,1
57,11,21,0,0,7,0,0,4,0
33,14,45,0,0,6,1,1,4,0
58,13,35,15000,2500,6,1,0,4,0
43,10,44,15000,0,2,1,0,4,0
27,9,41,0,0,1,2,0,4,0
48,11,33,0,0,10,4,1,4,0
38,7,30,0,0,2,6,1,4,0
26,7,62,0,0,5,0,1,0,0
38,11,37,15000,0,3,1,0,0,0
55,8,42,0,0,4,0,0,4,0
47,9,37,0,0,10,1,1,4,1
47,15,28,0,0,7,1,1,4,1
65,15,27,0,0,5,0,1,4,1
60,10,38,0,0,0,0,1,4,0
49,8,50,10000,0,5,4,1,4,0
75,15,34,0,0,1,0,0,4,1
36,9,64,0,0,2,0,1,4,0
37,13,51,0,0,4,0,0,2,0
80,10,47,0,0,6,0,1,4,1
27,13,31,0,0,0,1,1,4,0
35,9,22,0,0,4,1,1,4,0
28,10,34,0,0,7,2,0,4,0
54,10,40,0,0,7,1,0,4,0
72,9,22,0,2000,6,0,1,4,0
76,6,21,0,0,5,4,1,4,0
33,10,47,0,0,1,6,1,4,0
46,10,42,99999,0,4,0,1,4,1
67,9,53,0,1500,7,2,0,4,0
72,7,19,0,0,0,4,1,0,0
90,12,45,0,0,5,1,0,4,0
63,6,25,0,0,2,0,1,4,0
41,14,36,0,0,8,1,1,4,0
76,7,51,0,0,6,1,1,4,0
52,7,41,0,0,0,6,1,4,0
47,13,31,0,0,7,6,1,4,0
52,10,41,0,0,1,0,1,4,1
29,10,52,0,0,0,6,1,4,0
49,8,29,0,1500,11,0,0,4,0
30,14,36,0,0,13,1,1,4,0
45,14,42,0,0,1,0,1,4,1
50,13,39,7000,0,4,6,1,4,1
73,10,49,0,0,0,0,1,4,1
44,13,35,0,1000,10,0,0,4,0
32,8,56,0,0,3,4,1,4,0
90,12,33,7000,0,3,0,0,0,0
51,10,43,0,0,5,4,1,4,0
35,10,20,0,0,3,1,1,4,0
54,11,51,0,0,2,4,1,4,1
60,11,37,0,0,12,0,1,4,1
48,12,36,0,0,6,0,0,3,0
44,7,20,0,0,4,5,1,0,0
51,9,2,0,0,4,6,0,4,0
49,10,27,0,0,4,6,1,4,0
60,8,45,0,0,2,4,1,4,0
66,9,63,0,0,0,0,1,4,1
73,6,51,0,0,10,0,1,4,0
65,8,40,25000,500,5,0,1,4,0
90,6,43,10000,0,3,6,1,0,0
78,15,55,0,0,1,6,1,4,1
40,11,48,0,500,6,5,1,4,0
58,12,31,0,0,4,6,1,4,0
38,12,59,0,0,0,6,1,4,0
56,8,20,0,0,3,0,1,4,1
51,7,52,0,0,0,6,1,0,0
66,8,39,0,500,7,0,1,4,0
82,9,45,0,0,2,1,0,4,0
42,11,36,0,0,1,1,1,4,0
52,10,39,0,0,1,0,1,4,1
45,10,43,0,0,1,6,0,4,0
55,9,55,0,0,2,0,1,4,1
46,11,68,0,0,11,4,1,4,0
63,11,38,0,0,10,4,0,4,0
55,6,54,0,0,10,4,1,4,0
60,14,43,0,500,2,1,0,1,1
31,11,28,0,0,3,4,1,4,1
67,9,44,0,0,2,0,0,4,0
51,9,31,0,0,8,0,0,4,0
63,5,52,0,0,0,0,0,4,0
47,10,47,0,0,11,0,0,4,0
77,8,24,0,0,0,0,1,4,1
33,12,43,0,0,9,6,1,4,1
62,7,56,0,0,7,0,0,2,0
67,9,25,10000,0,0,0,1,2,0
73,8,61,0,0,7,0,1,4,0
57,3,28,10000,0,1,1,1,4,0
58,14,28,0,0,11,1,0,4,0
27,10,48,0,500,11,1,1,4,0
71,10,22,0,0,9,0,1,0,1
64,5,36,0,0,4,1,1,4,0
43,9,60,0,0,9,0,1,4,1
57,10,54,0,0,9,3,0,4,1
67,11,43,0,0,1,6,1,4,1
36,11,34,0,0,8,0,1,4,0
90,10,41,99999,0,3,0,1,4,1
54,7,51,2000,0,1,1,0,4,0
42,14,35,0,0,0,1,1,4,0
52,12,67,0,0,2,4,0,4,0
75,9,30,0,0,12,0,1,0,0
50,9,38,0,0,12,1,0,4,0
86,7,44,0,0,7,1,1,4,0
50,9,52,0,0,6,6,0,4,0
90,11,47,0,0,8,1,1,4,0
40,13,46,0,0,0,0,1,4,1
50,10,34,0,0,4,0,1,4,1
55,14,22,0,0,1,0,1,4,1
54,14,67,0,0,5,1,1,4,0
49,8,32,0,0,9,1,1,2,0
38,9,47,0,0,1,0,0,4,0
48,10,37,0,0,0,0,1,4,1
58,12,24,0,0,1,0,0,1,1
48,9,54,0,0,3,2,1,4,0
52,12,53,15000,0,2,0,1,4,1
38,8,37,0,0,0,0,1,4,0
56,9,31,0,0,3,0,1,4,1
38,10,41,0,0,10,0,0,4,0
61,4,38,0,0,3,6,1,4,0
45,10,59,0,0,10,4,1,4,0
40,10,23,0,0,0,0,1,4,0
51,10,45,0,0,3,0,1,0,0
54,12,30,0,0,8,0,1,4,0
55,9,55,0,0,7,6,1,4,0
43,10,40,0,0,7,5,0,4,0
42,7,50,0,0,5,6,1,4,0
40,8,35,0,0,10,1,1,4,0
58,10,28,0,0,0,4,1,4,0
60,12,45,0,0,12,4,1,0,0
30,16,46,0,0,8,0,1,4,1
45,12,43,0,0,7,0,1,4,1
38,12,35,0,0,7,0,1,4,0
42,10,34,0,0,7,0,1,4,0
33,13,23,0,0,8,1,1,4,0
52,15,41,0,0,6,0,1,4,1
30,12,23,0,0,6,0,0,4,0
54,9,50,0,0,12,0,0,4,0
35,10,49,0,1500,1,0,1,4,0
48,12,51,0,0,1,1,1,4,1
47,12,35,0,0,3,0,1,4,0
65,6,70,0,0,13,1,1,4,0
48,8,43,0,0,5,2,0,4,0
31,7,40,25000,0,0,0,0,4,0
31,6,34,0,0,0,0,0,2,0
44,10,42,0,0,11,0,1,4,1
60,11,21,0,0,0,2,1,4,0
54,9,42,0,0,9,1,1,0,0
44,9,35,0,0,13,0,1,4,0
62,5,56,0,0,0,0,0,4,0
52,7,50,0,0,2,0,1,4,0
46,9,32,0,0,0,6,1,4,0
56,10,40,0,0,10,0,1,4,0
47,13,22,0,0,7,4,0,0,0
43,9,33,2000,2000,1,1,1,4,0
43,12,45,0,0,4,0,0,0,0
52,11,38,0,0,0,4,1,4,0
39,11,25,0,0,1,1,1,4,1
55,6,24,0,0,4,6,0,4,0
51,10,43,0,0,4,0,1,4,0
59,12,47,0,0,5,1,0,4,0
52,6,55,0,0,7,0,1,4,0
68,13,39,0,0,3,6,0,4,0
90,16,66,0,0,0,4,1,4,1
49,6,23,0,0,10,0,0,4,0
49,6,37,0,0,0,0,1,4,0
53,11,43,0,0,9,0,0,4,1
73,10,42,0,0,6,2,1,2,1
71,7,35,0,0,9,0,0,4,0
65,13,29,0,0,6,0,1,4,1
62,8,24,0,0,9,0,1,0,0
48,6,27,0,0,11,1,0,0,0
38,9,42,0,0,6,1,1,2,0
50,13,79,0,0,1,6,1,4,1
59,8,38,0,0,5,6,1,4,0
90,11,44,5000,0,0,1,1,4,1
37,6,38,0,0,13,6,1,4,0
39,14,45,15000,0,4,6,1,4,0
38,7,19,0,0,8,1,1,4,0
44,9,24,0,0,1,0,0,4,0
61,14,27,0,0,12,0,1,4,1
58,6,55,0,0,1,0,0,4,0
53,9,30,0,0,4,0,1,4,0
73,8,41,0,0,9,1,0,0,0
73,12,33,0,0,4,4,1,3,0
39,8,58,0,0,1,0,1,4,0
41,12,53,0,1000,7,0,1,4,1
37,8,49,0,0,0,1,0,4,0
41,10,53,0,0,2,1,1,4,0
43,14,47,0,0,8,1,0,4,0
46,10,37,0,0,7,6,1,4,0
62,14,48,0,0,3,0,1,4,1
78,11,41,0,0,6,6,1,4,0
54,12,12,0,0,2,0,1,4,1
57,10,48,0,0,5,1,1,4,0
32,7,46,0,0,7,1,1,4,0
46,3,56,0,0,3,0,1,4,0
44,7,38,0,0,0,2,1,0,0
53,11,29,0,0,0,0,1,4,1
57,8,48,0,0,13,0,1,4,0
43,6,46,0,0,0,0,1,4,0
59,5,52,0,0,0,0,0,2,0
53,15,48,0,0,2,0,0,4,0
60,11,35,0,0,4,1,1,4,0
78,13,44,0,0,10,1,1,4,0
41,9,39,0,0,1,0,0,4,1
65,13,24,0,0,6,2,0,4,1
43,12,49,99999,2000,3,4,1,4,1
50,15,35,0,0,4,0,1,4,1
61,11,41,0,0,1,4,1,4,1
64,12,34,0,0,2,1,1,4,0
37,10,35,0,0,8,0,1,4,0
26,9,41,0,0,2,0,1,4,1
45,13,39,0,0,7,0,0,4,0
61,12,33,0,0,8,2,0,4,0
90,11,66,2000,0,8,0,0,4,1
50,10,36,0,0,0,0,1,4,0
43,9,57,0,0,7,0,1,4,0
59,10,38,0,0,0,6,0,4,0
39,10,41,15000,0,2,0,1,4,1
90,10,38,0,0,5,1,0,4,0
39,10,50,0,0,11,0,1,0,1
51,8,26,0,0,8,0,0,4,0
78,8,41,0,0,7,0,0,1,0
57,14,53,0,0,4,5,0,4,1
41,11,42,2000,0,5,0,0,2,0
47,9,13,0,0,5,6,1,4,0
29,13,51,0,0,9,6,1,4,1
40,15,24,0,0,9,6,0,4,0
42,10,32,0,0,10,4,1,4,0
61,16,34,0,0,8,1,0,4,1
33,7,55,0,0,0,0,1,4,0
56,13,61,0,0,11,0,0,4,1
67,4,23,0,0,9,0,0,4,0
46,9,46,0,0,4,0,0,4,0
65,7,47,7000,0,11,0,1,4,0
76,6,57,10000,0,0,0,1,4,0
77,9,30,0,0,0,1,0,4,0
51,10,30,0,0,10,6,0,4,0
49,6,70,7000,0,8,1,0,4,0
46,9,50,0,0,1,4,1,4,0
66,12,49,0,2000,1,2,0,4,0
52,12,40,0,0,9,0,0,4,0
30,12,58,99999,0,3,0,1,4,1
45,10,61,0,0,7,0,0,4,1
64,7,30,0,0,0,0,1,4,0
38,12,37,0,1500,9,0,0,4,0
67,8,55,0,0,2,6,0,4,0
62,7,34,10000,0,0,1,1,3,0
40,8,44,0,0,11,0,1,4,0
33,10,51,0,0,6,0,1,0,0
57,10,48,0,0,4,6,0,4,0
29,10,35,0,0,8,4,1,4,0
44,13,42,0,0,9,1,0,4,0
90,12,42,0,0,8,6,1,4,0
40,12,30,0,1000,0,6,1,4,1
57,8,21,0,0,3,0,1,4,0
90,9,46,0,0,3,6,1,4,0
90,8,58,0,500,9,0,1,4,1
36,13,21,0,0,6,0,0,4,0
39,6,41,0,0,7,6,1,4,0
57,10,34,0,0,6,4,0,4,0
41,10,51,5000,0,4,0,1,4,1
51,12,41,0,0,10,0,1,3,1
66,14,39,0,0,9,6,1,0,0
73,10,34,0,0,2,4,1,4,0
51,11,57,0,0,1,1,1,4,1
66,10,39,0,0,0,1,0,4,0
49,11,44,0,0,1,2,1,4,0
57,9,47,2000,0,4,4,1,4,0
52,14,37,0,0,3,6,0,4,0
59,10,30,2000,0,5,6,1,4,0
87,9,44,0,0,3,0,1,4,1
44,7,32,0,0,11,6,1,4,0
43,11,38,0,0,7,0,0,4,0
65,13,26,0,0,9,6,1,4,0
53,9,45,10000,0,8,6,1,4,0
41,11,34,0,0,0,6,0,4,0
49,11,53,0,1000,2,0,1,4,0
39,11,25,0,0,7,0,1,4,0
59,7,57,0,0,3,6,1,1,0
78,10,46,2000,0,0,0,1,4,1
69,10,43,0,0,4,0,1,4,0
87,9,35,0,0,4,2,0,4,0
43,8,41,0,0,5,4,0,4,0
38,9,40,0,0,12,0,1,4,0
30,12,17,0,0,6,0,0,4,0
50,10,59,0,0,5,4,1,0,0
57,10,35,25000,0,5,4,0,4,0
58,10,59,0,0,1,0,1,4,1
59,10,48,0,0,0,0,1,4,0
51,12,40,2000,0,7,6,1,0,0
58,8,26,15000,0,4,6,1,4,0
49,9,46,0,0,5,6,1,4,1
62,7,29,0,0,0,2,1,4,0
42,6,32,0,0,12,1,1,4,0
76,11,38,0,0,12,0,1,4,0
34,12,49,0,0,6,0,0,4,1
45,9,47,0,1500,0,1,0,4,1
50,9,45,0,0,2,2,1,4,0
82,9,75,0,0,2,0,0,4,1
62,6,53,0,0,10,0,0,4,0
40,10,21,0,0,1,4,0,4,1
45,7,36,0,0,7,6,1,4,0
73,6,48,0,0,12,6,0,4,0
57,10,34,0,0,8,1,0,4,0
57,13,61,0,0,5,2,1,4,0
43,9,31,0,0,8,1,0,4,0
45,15,59,0,0,5,2,0,4,0
48,12,25,0,0,2,0,1,4,1
66,10,64,0,0,1,0,1,4,1
34,15,29,0,0,10,1,1,4,0
39,5,38,0,0,1,0,0,4,0
37,12,55,0,0,2,0,1,0,0
43,13,47,0,0,9,0,0,4,0
64,9,24,0,0,5,4,0,4,0
62,14,44,0,0,7,0,1,4,1
44,8,50,0,0,1,1,1,4,0
33,10,31,0,0,11,0,1,4,0
51,11,53,0,0,1,0,1,4,0
47,9,45,7000,0,10,4,1,4,0
48,9,32,0,0,6,0,0,4,0
54,8,36,0,0,2,1,0,4,0
53,9,58,0,0,1,4,1,4,0
40,13,24,0,2500,13,0,0,4,0
43,14,40,0,0,8,0,1,2,1
58,4,30,0,0,1,0,1,4,0
50,12,47,0,0,2,0,0,4,1
38,8,28,0,0,1,0,1,4,0
26,13,12,0,0,2,0,1,4,1
39,12,47,0,0,10,1,1,4,0
72,8,45,2000,0,10,1,0,4,0
46,9,32,0,0,4,6,0,4,0
56,9,45,0,0,13,0,1,4,1
36,12,53,0,0,0,4,1,4,1
47,10,32,0,0,0,4,1,4,1
26,8,38,0,0,1,1,1,4,0
54,9,29,0,0,9,1,1,0,0
37,12,34,0,0,7,0,1,4,0
50,12,53,0,0,9,4,1,4,0
90,6,38,0,0,9,0,0,4,0
53,11,35,0,0,9,0,1,4,0
46,7,31,0,0,3,1,0,4,0
50,11,40,0,0,12,6,1,4,0
57,10,57,0,0,9,4,1,4,0
37,11,24,0,0,5,0,0,4,0
43,7,40,0,0,6,2,0,4,0
55,14,45,0,0,8,6,1,4,1
77,12,48,0,0,10,2,1,4,1
55,10,66,0,0,2,0,1,4,1
33,13,52,0,0,11,6,1,4,0
56,15,26,0,0,4,0,0,4,1
67,9,43,0,0,5,6,0,0,0
56,9,45,0,0,8,0,1,4,1
42,12,51,0,0,3,0,0,4,1
56,5,41,2000,0,3,6,1,4,0
52,9,44,0,0,13,6,0,4,0
43,8,46,0,0,13,1,1,4,0
54,11,50,0,0,10,0,0,4,0
47,7,44,0,0,8,6,0,4,0
55,8,32,0,0,2,6,1,4,0
39,14,38,0,0,6,0,1,4,1
41,15,47,0,0,1,6,0,4,0
87,14,34,0,0,4,0,0,0,0
44,6,51,0,0,2,0,0,4,0
57,10,33,0,0,13,5,1,4,0
33,10,3,0,0,6,0,1,4,0
46,14,49,0,0,3,4,0,4,0
33,11,40,0,0,3,0,1,4,0
43,6,31,0,0,0,0,1,4,0
59,11,27,0,0,13,1,1,0,0
55,8,28,10000,0,3,0,0,4,1
33,10,28,0,0,1,0,1,4,1
62,9,36,0,0,6,6,1,4,0
55,11,46,0,0,0,0,1,4,1
42,11,26,0,0,1,4,0,4,0
68,11,51,0,0,11,1,1,4,0
58,9,33,0,0,6,4,1,4,0
53,10,54,0,0,1,1,1,4,1
48,7,37,0,0,5,0,1,4,1
40,9,38,0,0,3,0,0,4,0
82,8,13,0,0,9,4,1,0,0
58,4,43,0,0,2,0,1,4,0
56,10,50,0,0,13,6,0,4,0
59,8,36,0,0,8,0,1,4,0
32,7,26,0,0,0,0,0,0,0
90,13,39,5000,0,3,6,1,4,1
53,8,33,0,0,5,4,1,4,0
56,13,44,0,0,6,0,1,4,1
52,8,21,0,0,5,0,1,4,0
51,6,53,0,0,7,0,1,4,0
41,10,47,0,0,2,0,0,4,0
64,11,33,0,0,3,0,1,2,1
41,12,41,0,0,1,6,0,4,1
46,8,26,0,0,2,6,0,4,0
64,8,62,0,0,11,0,1,4,0
32,11,30,10000,0,5,6,0,4,0
31,11,50,0,0,3,0,1,4,0
56,13,37,0,0,12,0,1,4,1
76,7,39,0,0,8,1,1,4,0
51,7,39,0,0,11,4,1,1,0
40,9,53,0,0,6,0,0,4,1
39,13,62,0,0,10,6,0,4,0
58,8,40,0,0,3,0,1,4,0
61,8,33,0,0,6,4,1,4,0
56,9,11,0,0,2,4,0,4,0
38,11,40,0,0,3,1,1,4,0
74,12,37,0,0,0,4,1,0,1
55,8,44,0,0,6,6,0,4,0
38,14,40,0,0,0,6,0,4,0
24,8,71,0,0,5,0,0,3,0
90,11,38,0,0,0,0,1,0,1
50,9,57,0,0,4,1,1,4,0
63,11,28,0,0,2,0,0,4,1
30,15,26,0,0,6,1,1,4,0
57,8,46,0,0,9,6,1,4,0
39,9,50,0,0,3,0,1,4,1
55,11,46,0,0,11,0,0,4,1
61,9,45,0,0,1,6,1,4,0
39,11,56,0,0,1,6,1,4,0
44,12,28,0,0,9,6,1,4,1
32,10,38,0,0,5,4,1,4,0
69,6,59,0,0,6,0,1,4,1
57,8,42,0,0,3,0,0,4,0
55,7,43,0,0,7,1,1,4,0
59,6,44,0,0,10,0,1,4,0
52,13,40,0,0,10,6,1,0,0
46,9,18,0,0,0,6,1,0,0
43,7,32,0,0,2,4,0,0,0
63,13,61,0,0,0,0,0,4,1
52,12,27,0,0,9,1,1,4,0
49,6,35,0,0,4,6,1,4,0
49,11,53,0,0,5,0,1,4,0
63,12,43,0,0,4,6,1,0,0
80,8,37,0,0,0,0,0,4,0
64,8,43,0,0,10,6,1,0,0
55,11,43,0,0,4,1,1,4,0
90,12,40,0,0,1,0,0,4,1
44,11,35,0,0,2,0,1,4,1
33,4,43,0,0,1,4,1,4,0
44,7,32,0,0,3,2,1,0,0
54,10,64,0,0,9,0,0,4,0
48,5,32,7000,0,2,4,1,4,0
40,11,49,0,0,2,3,1,4,1
52,8,18,0,0,8,0,0,1,0
50,11,49,0,0,3,6,1,2,0
37,12,57,0,0,1,4,0,4,0
32,12,44,0,0,4,6,1,4,0
72,4,51,0,0,1,1,1,4,0
45,8,14,0,0,8,6,1,4,0
60,11,13,0,0,1,1,0,2,0
62,9,33,0,0,5,0,1,4,1
45,15,43,0,0,1,0,1,4,1
70,12,58,0,0,4,2,1,0,1
32,11,34,0,0,0,0,0,4,1
59,6,64,0,0,5,4,0,4,0
32,10,44,0,0,2,4,1,4,1
47,7,59,0,0,3,6,0,4,0
76,11,37,0,0,4,0,1,4,1
30,10,37,0,0,4,1,0,4,0
32,12,43,0,0,1,2,1,4,1
40,11,52,0,0,2,4,1,0,0
61,6,40,0,0,0,4,0,4,0
75,11,42,0,0,9,6,0,4,0
42,9,46,0,0,0,0,0,0,0
54,7,29,0,0,12,0,1,4,0
90,9,38,0,0,1,4,1,4,1
43,9,35,0,0,6,0,1,4,0
56,12,35,0,0,6,0,1,4,1
52,12,52,0,0,2,2,0,4,0
56,11,43,0,0,1,6,1,4,1
37,12,43,0,1000,9,6,1,3,0
43,10,48,0,0,4,6,0,4,0
50,8,40,10000,0,2,0,1,4,0
60,13,9,0,0,2,0,1,4,1
56,13,35,0,0,11,0,1,4,1
83,12,61,0,0,2,0,1,4,1
34,15,38,0,0,11,4,1,4,0
45,9,41,0,0,0,0,1,4,1
41,11,37,0,0,11,0,1,4,0
45,8,42,0,0,8,5,0,4,0
63,11,49,0,0,1,4,0,4,0
45,12,40,0,0,3,0,0,4,0
62,7,38,0,0,4,4,1,4,0
48,7,46,7000,0,0,6,1,4,0
45,9,44,0,0,2,0,1,4,0
56,13,23,0,0,9,0,1,4,1
64,13,42,0,0,1,0,1,4,1
53,11,54,0,0,8,1,0,4,0
56,10,29,0,0,6,0,1,4,0
37,10,42,0,0,3,6,1,4,0
49,11,19,0,500,9,4,1,4,0
68,14,56,0,0,2,0,1,4,1
69,11,27,0,0,10,4,1,4,0
55,7,30,0,0,6,0,1,4,0
53,8,30,0,0,10,4,0,4,0
45,10,43,0,0,9,0,0,2,1
62,8,14,0,0,1,1,1,4,0
52,10,58,0,1000,3,0,1,4,0
53,11,12,0,0,8,6,1,4,1
34,9,28,0,0,0,2,0,4,0
40,9,31,0,0,9,6,1,0,0
52,13,18,0,0,0,1,1,4,1
39,7,41,0,0,3,0,0,4,0
55,4,40,0,0,10,1,0,4,0
44,12,41,0,0,4,1,1,4,0
64,10,46,0,0,10,1,1,4,1
37,12,76,0,0,0,0,1,4,1
39,10,19,0,0,10,0,0,4,0
63,15,27,0,0,6,0,0,0,0
43,8,36,0,0,0,1,1,4,0
42,9,39,0,0,2,1,1,4,0
54,11,61,0,0,0,0,0,4,1
58,12,41,0,0,4,1,1,4,1
53,11,42,0,0,1,4,0,4,0
36,8,51,0,1500,9,0,1,4,0
51,10,44,7000,0,9,0,1,4,0
75,11,48,0,0,11,0,1,4,0
57,11,33,0,0,0,4,1,4,0
66,13,50,0,0,9,0,0,4,0
52,8,25,0,0,1,0,1,4,0
44,10,52,0,0,10,6,0,4,0
66,8,31,0,0,3,0,1,4,0
42,11,41,0,0,1,6,1,4,0
76,7,30,25000,0,3,6,1,4,0
41,8,52,0,0,5,0,1,0,0
63,8,45,15000,0,7,0,0,4,0
46,11,30,0,0,9,0,0,4,0
25,6,29,0,0,6,0,0,2,0
72,14,33,0,0,9,6,0,4,0
34,15,66,0,0,3,1,0,4,1
60,10,42,0,0,8,4,1,4,0
51,10,39,0,0,5,1,0,4,0
90,13,44,1000,0,1,6,0,4,0
30,13,40,0,0,2,0,1,4,1
90,9,56,0,0,2,6,1,4,0
55,10,50,0,0,4,6,1,3,0
50,9,26,0,0,1,4,0,4,0
29,10,61,0,0,0,1,1,4,0
26,10,35,0,0,0,6,1,4,0
61,9,42,5000,0,0,4,1,4,0
38,8,30,0,0,8,4,1,4,0
58,9,37,0,0,0,0,0,4,0
46,13,44,0,0,3,6,1,4,0
35,11,46,0,0,8,0,1,4,0
32,14,32,0,0,4,0,1,4,1
40,5,44,0,0,12,0,0,4,0
42,8,43,15000,1000,2,1,1,4,0
68,11,32,0,0,6,0,1,4,0
45,11,23,0,0,13,6,1,4,0
39,14,35,0,0,1,1,1,4,0
64,10,34,0,0,8,2,1,4,0
46,11,33,0,0,9,6,1,4,0
44,7,22,0,0,3,0,1,4,0
57,10,42,0,0,2,0,1,4,0
40,15,27,0,0,1,0,1,4,1
34,10,35,0,0,4,6,1,4,0
76,8,44,0,2500,10,5,0,4,0
81,14,55,0,0,0,0,0,4,1
63,10,49,0,0,9,1,1,4,1
36,7,45,0,0,1,0,1,4,0
74,14,53,0,0,6,0,0,0,0
44,7,57,0,0,11,0,1,4,0
71,14,43,7000,0,5,6,1,4,0
42,7,22,0,0,9,0,1,4,0
54,11,55,0,0,2,1,0,4,0
42,12,42,0,0,0,0,0,4,0
32,9,40,0,0,5,0,1,0,0
43,10,25,0,0,9,1,1,4,0
84,8,25,0,0,1,1,1,4,1
46,7,29,0,0,5,0,1,2,0
64,7,55,0,0,1,0,1,4,0
47,12,66,15000,0,2,1,0,4,1
47,14,19,0,0,6,2,1,0,0
41,11,52,15000,0,12,0,1,4,0
33,14,49,0,0,9,0,1,4,1
58,14,49,0,0,6,0,0,4,0
42,15,30,0,0,8,1,1,4,0
70,13,43,0,0,1,1,0,4,1
50,15,34,0,0,11,1,1,4,1
44,7,45,0,0,5,0,0,4,0
51,13,30,0,0,1,1,1,0,1
